
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
IL,Woodford,45,20,2,351,0,25,,1,804,3,,1186,15,773,,13,1197,96,922,0,24,0,3040
KS,*,50,33,,5067,,14,,28,13499,0,3,18611,,,,,,,,,,,
KS,CD1,12,11,,923,,0,,0,2103,0,0,3026,,,,,,,,,,,
KS,CD2,14,12,,1875,,2,,1,4888,0,0,6766,,,,,,,,,,,
KS,CD3,12,5,,1378,,12,,27,4870,0,3,6290,,,,,,,,,,,

KS,CD4,12,5,,891,,0,,0,1638,0,0,2529,,,,,,,,,,,
MA,*,2167,1458,,,,,,,,,,843836,1743,12592,169,,136557,8925,169192,108,618,,331153
MA,*,2167,1477,3076,474146,517,13207,1343,1929,343201,1230,,843836,,,,,,,,,,,331153
MA,Abington,4,4,11,1914,1,72,2,5,823,8,,2868,5,64,1,,697,22,802,0,2,,1595
MA,Acton,6,6,424,2288,1,37,612,15,2317,8,,5711,12,43,1,,1009,52,1100,1,2,,2233
MA,Acushnet,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Adams,5,5,2,1092,0,34,0,3,527,0,,1664,2,30,0,,120,10,117,0,3,,284
MA,Agawam,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Alford,1,1,0,53,0,3,0,0,104,0,,160,0,4,0,,21,2,11,0,0,,38
MA,Amesbury,6,6,8,1729,1,62,4,6,1326,6,,3156,4,58,0,,689,55,821,0,1,,1631
MA,Amherst,10,10,3,1954,2,80,8,39,4139,5,,6236,5,33,0,,338,47,192,0,2,,621
MA,Andover,9,9,14,3138,1,81,2,14,3269,7,,6550,16,84,0,,1469,79,2467,2,3,,4125
MA,Aquinnah,1,1,1,51,0,3,0,1,126,0,,182,0,1,0,,2,0,4,0,0,,7
MA,Arlington,21,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Ashburnham,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Ashby,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Ashfield,1,1,1,188,0,4,0,3,418,1,,615,0,7,0,,68,12,24,0,0,,112
MA,Ashland,4,4,8,1869,1,37,3,8,1343,3,,3293,8,54,2,,673,38,832,0,3,,1613
MA,Athol,3,3,3,902,0,30,1,8,533,1,,1485,2,68,1,,362,27,298,0,1,,763
MA,Attleboro,12,12,10,3364,3,103,3,16,1967,5,,5495,13,192,3,,1214,97,1425,0,10,,2974
MA,Auburn,5,5,13,2259,1,81,3,5,969,5,,3360,11,71,1,,606,41,755,0,1,,1494
MA,Avon,1,1,4,672,1,25,0,3,275,2,,988,6,13,1,,194,11,200,0,1,,427
MA,Ayer,2,2,0,628,0,23,0,1,518,0,,1181,2,41,0,,306,26,325,0,2,,706
MA,Barnstable,13,13,18,4248,4,134,7,20,4157,19,,8649,24,150,1,,1847,131,3767,2,8,,5946
MA,Barre,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Becket,1,1,1,170,0,2,0,1,157,0,,333,0,9,0,,38,4,28,0,1,,80
MA,Bedford,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Belchertown,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Bellingham,5,5,5,1930,2,64,4,2,893,1,,2919,5,68,0,,573,36,868,0,4,,1557
MA,Belmont,8,8,12,3120,5,73,10,13,3552,10,,6823,8,44,9,,829,62,1799,1,6,,2765
MA,Berkley,1,1,3,618,0,16,0,1,259,1,,903,4,17,1,,211,6,279,0,1,,519
MA,Berlin,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Bernardston,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Beverly,12,12,24,4346,5,130,4,27,3367,10,,7957,16,165,0,,1684,126,2021,1,5,,4029
MA,Billerica,11,11,26,4700,5,165,10,20,2048,23,,7079,23,146,3,,1594,94,2298,0,6,,4175
MA,Blackstone,3,3,6,946,1,31,2,2,392,3,,1400,7,35,0,,219,11,351,0,2,,627
MA,Blandford,1,1,1,103,1,4,0,1,85,1,,197,1,9,0,,63,5,57,0,1,,139
MA,Bolton,1,1,3,490,0,4,0,1,584,1,,1084,4,38,0,,287,25,385,0,1,,741
MA,Boston,254,170,,,,,,,,,,78027,65,335,2,,5093,480,4948,5,22,,11020
MA,Boston,254,179,246,35754,40,949,77,184,40190,98,,78027,,,,,,,,,,,11020
MA,Bourne,6,6,9,1840,5,79,3,5,1366,5,,3329,8,83,0,,873,33,1345,0,8,,2357
MA,Boxborough,1,1,2,533,0,16,4,3,599,1,,1160,2,19,0,,251,18,326,0,1,,617
MA,Boxford,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Boylston,1,1,0,491,0,6,1,3,348,0,,850,11,0,0,,238,322,31,0,3,,606
MA,Braintree,12,12,41,5210,9,200,7,18,2243,24,,7880,21,113,0,,1586,80,1949,1,7,,3777
MA,Brewster,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Bridgewater,7,7,10,2229,1,61,1,2,1257,4,,3588,12,84,0,,898,53,1144,0,3,,2203
MA,Brimfield,1,1,0,338,0,9,1,1,250,0,,601,4,39,0,,180,13,202,0,0,,440
MA,Brockton,28,28,40,7871,11,261,19,28,5621,24,,13996,25,187,7,,1516,82,1677,4,12,,3550
MA,Brookfield,1,1,0,349,0,7,1,0,225,0,,582,2,15,0,,140,24,155,0,1,,337
MA,Brookline,16,16,23,6312,6,74,9,40,7850,11,,14340,8,42,0,,1147,76,1011,1,7,,2301
MA,Buckland,1,1,0,151,0,6,0,1,284,0,,443,0,8,0,,78,10,33,0,0,,131
MA,Burlington,6,6,14,3021,3,108,2,8,1564,6,,4757,17,95,3,,924,50,1439,2,3,,2539
MA,Cambridge,33,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Canton,6,6,18,2957,4,98,0,8,1624,7,,4763,14,53,1,,992,51,1282,0,2,,2406
MA,Carlisle,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Carver,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Charlemont,1,1,0,116,0,8,0,2,160,1,,287,0,0,0,,37,2,27,0,0,,66
MA,Charlton,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Chatham,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Chelmsford,9,9,18,4106,5,139,8,14,2910,19,,7263,15,128,3,,1879,90,2529,0,4,,4657
MA,Chelsea,16,16,8,2474,1,70,2,9,1010,13,,3611,3,22,1,,213,21,229,1,1,,494
MA,Cheshire,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Chester,1,1,0,101,1,1,0,0,86,0,,190,0,16,0,,61,4,43,0,0,,126
MA,Chesterfield,1,1,0,89,0,3,0,0,156,0,,248,0,5,0,,54,6,55,0,0,,121
MA,Chicopee,26,26,19,6634,12,181,7,16,2526,19,,9506,14,193,7,,988,89,1373,1,19,,2704
MA,Chilmark,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Clarksburg,1,1,11,208,0,7,0,1,84,1,,313,0,7,0,,56,1,28,0,0,,93
MA,Clinton,4,4,510,1493,0,47,4,4,806,5,,2869,8,36,0,,366,33,482,0,2,,927
MA,Cohasset,2,2,6,699,1,14,0,2,776,2,,1505,2,17,0,,588,0,627,0,2,,1241
MA,Colrain,1,1,1,153,0,8,1,4,174,0,,341,2,13,1,,57,6,26,0,0,,105
MA,Concord,5,5,8,2141,1,52,6,8,3259,10,,5495,5,49,0,,867,55,1094,0,2,,2077
MA,Conway,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Cummington,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Dalton,2,2,3,754,0,19,0,2,549,2,,1342,2,28,0,,232,10,136,0,1,,411
MA,Danvers,8,8,14,2963,2,82,4,6,1751,10,,4874,12,114,0,,1270,51,1595,2,4,,3067
MA,Dartmouth,10,10,19,4466,6,72,8,10,1983,3,,6593,16,134,0,,989,66,903,1,4,,2123
MA,Dedham,7,7,28,3517,5,141,9,9,1956,31,,5713,7,55,2,,954,69,1285,3,7,,2386
MA,Deerfield,1,1,2,640,0,38,1,4,714,1,,1404,1,12,0,,217,18,138,0,0,,388
MA,Dennis,5,5,10,1878,1,56,6,10,1520,4,,3496,13,66,0,,797,52,1403,1,3,,2344

MA,Dighton,1,1,2,718,3,20,1,3,313,0,,1065,4,44,1,,272,13,255,0,1,,594
MA,Douglas,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Dover,1,1,1,510,0,6,0,1,664,3,,1186,5,17,1,,479,10,634,0,2,,1155
MA,Dracut,10,10,18,3802,2,164,6,6,1694,15,,5793,20,122,2,,1283,79,1596,0,5,,3114
MA,Dudley,4,4,2,1131,3,34,0,2,480,4,,1668,6,44,0,,296,15,418,0,1,,783
MA,Dunstable,1,1,0,331,0,11,0,0,274,1,,618,1,16,0,,214,16,291,0,0,,538
MA,Duxbury,6,6,6,1437,3,39,1,2,1441,6,,2944,10,44,0,,1021,30,1464,2,2,,2579
MA,East Bridgewater,4,4,1,1492,4,52,3,3,589,3,,2166,9,67,0,,593,35,807,0,5,,1522
MA,East Brookfield,1,1,0,205,0,4,0,0,102,0,,311,0,15,0,,104,2,115,0,0,,238
MA,East Longmeadow,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Eastham,1,1,5,709,0,20,0,8,779,0,,1523,3,19,0,,317,17,405,0,0,,762
MA,Easthampton,5,2,1,740,0,19,3,13,643,1,,1426,3,20,0,,131,8,146,0,1,,312
MA,Easton,6,6,17,2399,4,59,3,6,1532,8,,4052,14,86,0,,1041,47,1283,1,10,,2489
MA,Edgartown,1,1,1,478,1,8,0,2,531,2,,1025,8,14,0,,157,9,193,0,0,,383
MA,Egremont,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Erving,1,1,0,146,1,5,0,2,123,0,,278,1,13,0,,50,5,26,0,0,,95
MA,Essex,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Everett,18,13,17,2990,0,67,3,9,974,6,,4113,0,55,0,,320,15,425,2,2,,827
MA,Fairhaven,6,6,10,2434,3,49,2,8,988,1,,3495,8,87,0,,500,35,408,0,5,,1043
MA,Fall River,30,30,44,12544,13,342,14,19,3120,20,,16289,19,177,1,,820,82,1001,8,12,,2155
MA,Falmouth,9,9,21,4060,2,127,1,11,3646,15,,7899,23,141,0,,1560,62,2236,2,6,,4038
MA,Fitchburg,12,8,6,2111,2,51,3,6,1049,5,,3263,6,97,2,,537,47,669,0,4,,1372
MA,Florida,1,1,0,86,0,2,0,0,48,0,,139,2,9,0,,26,5,17,0,0,,59
MA,Foxborough,5,5,13,1801,1,53,1,4,1125,2,,3020,8,61,1,,865,58,1063,0,7,,2069
MA,Framingham,18,18,22,7357,6,182,8,19,4679,19,,12350,25,138,3,,1812,129,2259,1,8,,4390
MA,Franklin,8,1,0,241,0,8,0,1,195,1,,446,1,10,0,,119,7,44,0,0,,181
MA,Freetown,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Gardner,11,11,5,1985,3,76,4,9,1035,9,,3147,8,91,0,,574,60,605,0,5,,1350
MA,Georgetown,2,2,2,797,0,26,0,3,585,2,,1427,2,48,1,,400,18,597,0,1,,1069
MA,Gill,1,1,0,173,1,6,0,1,230,0,,412,0,10,0,,52,10,30,0,0,,102
MA,Gloucester,10,10,7,3508,0,83,6,15,2783,4,,6422,17,105,1,,1218,74,1137,1,7,,2571
MA,Goshen,1,1,0,103,1,0,0,1,128,0,,233,0,9,0,,45,3,35,0,0,,92
MA,Gosnold,1,1,0,9,0,2,0,0,9,0,,20,0,1,0,,8,0,6,0,0,,15
MA,Grafton,4,4,1,1682,3,37,1,8,1081,2,,2827,9,66,2,,809,33,942,0,2,,1866
MA,Granby,1,1,2,700,1,20,0,2,453,1,,1181,5,34,2,,230,14,299,0,1,,587
MA,Granville,1,1,0,88,0,2,1,0,94,0,,186,1,16,0,,91,5,98,0,0,,212
MA,Great Barrington,4,4,0,703,1,20,4,14,986,0,,1729,2,28,0,,146,24,74,0,2,,278
MA,Greenfield,9,9,3,1788,2,81,2,28,1867,2,,3781,4,90,0,,533,46,267,0,2,,956
MA,Groton,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Groveland,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hadley,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Halifax,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hamilton,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hampden,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hancock,1,1,0,70,0,2,0,0,50,0,,122,0,3,0,,12,3,31,0,0,,50
MA,Hanover,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hanson,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hardwick,1,1,1,302,0,7,0,3,179,1,,493,1,11,1,,116,13,97,0,0,,240
MA,Harvard,1,1,5,595,1,19,1,2,926,1,,1551,2,19,1,,339,46,409,0,1,,819
MA,Harwich,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hatfield,1,1,2,485,0,13,0,3,403,1,,911,3,13,1,,105,7,95,0,0,,224
MA,Haverhill,22,22,30,6478,6,205,10,16,3409,11,,10176,36,235,3,,1953,114,2764,6,16,,5135
MA,Hawley,1,1,0,20,0,2,2,0,34,0,,61,0,3,0,,21,0,10,0,0,,35
MA,Heath,1,1,0,63,0,2,1,0,144,0,,211,0,11,0,,28,2,26,0,0,,67
MA,Hingham,6,6,22,2428,3,68,3,9,2357,6,,4930,11,59,1,,1425,41,1786,0,1,,3336
MA,Hinsdale,1,1,1,185,0,5,0,5,164,0,,360,0,15,0,,81,4,36,0,0,,137
MA,Holbrook,4,4,11,1401,1,42,5,3,624,3,,2104,7,45,1,,458,19,469,0,2,,1004
MA,Holden,5,5,4,1902,2,48,3,5,1505,2,,3491,12,91,1,,1076,57,1363,1,5,,2619
MA,Holland,1,1,1,257,3,10,1,4,162,1,,447,8,45,0,,159,13,125,0,1,,355
MA,Holliston,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Holyoke,14,14,22,3791,10,91,10,23,2094,11,,6094,14,80,2,,471,39,688,1,3,,1325
MA,Hopedale,1,1,2,713,1,28,1,3,464,1,,1221,2,26,0,,264,14,368,0,0,,677
MA,Hopkinton,4,4,7,1375,0,32,1,8,1312,3,,2751,10,51,0,,786,37,1162,1,2,,2053
MA,Hubbardston,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hudson,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Hull,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Huntington,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Ipswich,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Kingston,4,4,4,1390,0,50,0,2,699,4,,2177,2,65,2,,547,15,824,0,6,,1466
MA,Lakeville,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Lancaster,2,2,3,598,0,22,0,1,514,0,,1143,2,41,0,,345,40,495,1,1,,926
MA,Lanesborough,1,1,0,332,1,11,0,1,255,1,,602,1,14,0,,91,8,52,0,2,,173
MA,Lawrence,24,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Lee,6,6,3,651,0,12,0,3,503,2,,1179,2,34,0,,144,18,86,0,1,,290
MA,Leicester,4,4,9,1297,0,47,4,3,631,1,,2025,4,53,0,,434,60,489,0,3,,1047
MA,Lenox,1,1,4,669,2,25,1,6,762,1,,1475,3,13,0,,179,7,115,0,1,,321
MA,Leominster,15,15,9,4064,3,112,3,9,2063,12,,6280,7,140,3,,1189,122,1730,0,7,,3199
MA,Leverett,1,1,0,190,0,10,1,7,494,0,,702,2,15,0,,59,3,17,0,0,,96
MA,Lexington,9,9,28,4538,6,89,11,19,5028,12,,9749,6,88,1,,1098,66,1428,0,3,,2693
MA,Leyden,1,1,1,74,0,0,0,4,134,0,,213,0,10,0,,28,4,14,0,1,,57

MA,Lincoln,3,3,4,698,0,11,0,5,1150,3,,1871,5,19,0,,249,11,275,0,0,,559
MA,Littleton,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Longmeadow,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Lowell,33,1,0,94,0,4,0,0,42,0,,140,1,0,0,,14,1,17,0,0,,33
MA,Ludlow,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Lunenburg,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Lynn,28,28,45,8770,4,254,13,19,3766,16,,13019,19,140,2,,1251,94,1496,4,7,,3026
MA,Lynnfield,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Malden,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Manchester,1,1,3,462,0,10,0,1,797,2,,1279,3,25,0,,390,26,433,0,3,,882
MA,Mansfield,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Marblehead,7,0,,,,,,,,,,5309,0,0,0,,0,0,0,0,0,,0
MA,Marblehead,7,7,15,2615,1,53,4,9,2574,6,,5309,,,,,,,,,,,0
MA,Marion,1,1,3,489,3,13,1,0,589,1,,1102,6,26,1,,330,19,356,0,0,,741
MA,Marlborough,14,6,8,1456,1,41,4,4,936,3,,2467,6,59,0,,515,28,669,0,1,,1281
MA,Marshfield,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Mashpee,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Mattapoisett,2,2,2,763,1,37,3,6,647,1,,1470,5,20,0,,445,11,383,0,0,,866
MA,Maynard,4,4,5,1295,1,39,4,5,1065,6,,2431,4,53,0,,452,35,514,0,4,,1065
MA,Medfield,4,4,10,1262,1,40,2,5,1192,4,,2524,5,29,0,,824,26,1115,0,0,,2004
MA,Medford,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Medway,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Melrose,14,1,1,279,0,4,3,0,201,3,,493,2,5,0,,60,5,88,0,1,,161
MA,Mendon,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Merrimac,1,1,0,700,1,18,1,40,548,2,,1312,3,35,0,,333,26,389,1,1,,792
MA,Methuen,12,12,19,5207,6,193,3,18,2168,7,,7734,21,141,0,,1302,103,2123,0,3,,3699
MA,Middleborough,6,2,4,678,0,15,1,2,313,1,,1019,1,34,0,,281,11,383,0,4,,718
MA,Middlefield,1,1,0,57,1,3,1,1,52,0,,115,0,2,0,,25,1,16,0,0,,44
MA,Middleton,2,2,3,937,1,28,2,0,458,3,,1448,7,26,2,,417,30,640,1,1,,1129
MA,Milford,7,7,22,3236,3,90,1,4,1251,5,,4647,11,66,1,,728,55,1022,1,3,,1897
MA,Millbury,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Millis,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Millville,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Milton,11,11,34,4060,14,127,5,15,3662,25,,8052,7,50,3,,1134,61,1359,1,3,,2624
MA,Monroe,1,1,0,9,0,0,0,0,8,0,,17,0,2,0,,2,0,2,0,0,,6
MA,Monson,3,3,2,810,1,39,0,5,569,1,,1441,2,34,0,,259,35,343,1,2,,679
MA,Montague,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Monterey,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Montgomery,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Mount Washington,1,1,0,32,0,1,0,0,23,0,,56,0,0,0,,9,1,1,0,0,,11
MA,Nahant,1,1,4,621,0,13,0,2,433,1,,1089,6,7,0,,192,6,210,0,0,,421
MA,Nantucket,1,1,3,893,2,45,2,1,1395,4,,2352,12,43,0,,427,27,454,1,0,,975
MA,Natick,10,10,26,4899,7,123,8,14,3534,6,,8655,14,100,0,,1477,67,1685,1,5,,3360
MA,Needham,10,10,25,4255,4,91,4,12,3925,18,,8359,20,51,2,,1469,53,1745,0,2,,3350
MA,New Ashford,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,New Bedford,42,42,22,11241,16,202,7,21,4377,18,,15994,21,230,4,,1123,99,901,2,11,,2409
MA,New Braintree,1,1,0,93,0,1,1,0,91,0,,186,0,13,0,,52,5,43,0,0,,113
MA,New Marlborough,1,1,0,97,1,3,0,1,185,1,,288,2,7,0,,37,6,39,0,0,,93
MA,New Salem,1,1,0,112,0,3,0,1,149,2,,267,0,7,0,,39,3,32,0,0,,81
MA,Newbury,2,2,2,764,0,21,0,1,795,5,,1596,11,25,1,,465,24,576,0,1,,1109
MA,Newburyport,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Newton,31,31,42,12084,7,225,16,57,12101,19,,24551,23,84,1,,2345,141,2356,0,7,,4957
MA,Norfolk,4,4,3,826,1,25,1,3,767,0,,1643,7,42,1,,561,31,836,0,3,,1481
MA,North Adams,5,2,1,537,0,20,0,6,272,1,,837,2,20,0,,72,9,22,1,3,,129
MA,North Andover,8,8,13,2732,1,89,2,14,2115,5,,5005,23,86,1,,1299,84,2105,0,5,,3609
MA,North Attleborough,9,9,5,2098,1,64,5,4,1370,4,,3574,13,106,2,,1103,79,1483,0,8,,2806
MA,North Brookfield,1,1,3,427,1,11,0,2,246,1,,697,3,28,0,,224,12,240,0,0,,509
MA,North Reading,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Northampton,14,14,9,3458,2,136,15,71,5086,9,,8809,4,64,1,,577,53,376,1,1,,1080
MA,Northborough,4,4,6,1513,1,47,0,4,1227,7,,2821,7,51,1,,774,45,937,1,5,,1831
MA,Northbridge,4,4,3,1312,1,44,0,2,720,3,,2102,11,91,0,,604,43,864,0,1,,1619
MA,Northfield,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Norton,5,5,5,1663,2,43,2,2,925,4,,2663,5,63,0,,732,49,937,0,0,,1791
MA,Norwell,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Norwood,9,9,30,3886,11,118,7,20,1776,12,,5940,21,92,1,,1124,64,1460,0,6,,2774
MA,Oak Bluffs,1,1,0,518,1,13,0,2,680,0,,1220,6,17,0,,151,6,148,0,1,,334
MA,Oakham,1,1,0,208,0,4,0,1,142,0,,355,3,11,0,,113,9,138,0,1,,277
MA,Orange,2,2,1,565,0,20,1,5,428,4,,1030,1,51,0,,271,25,186,1,2,,538
MA,Orleans,2,2,3,659,1,20,0,6,985,1,,1683,9,31,1,,483,33,620,0,4,,1182
MA,Otis,1,1,0,114,0,5,0,2,112,0,,235,1,17,1,,60,4,38,0,0,,121
MA,Oxford,4,4,5,1441,1,41,0,4,576,2,,2085,6,65,1,,477,39,630,0,2,,1224
MA,Palmer,4,4,5,1350,2,51,3,5,609,5,,2047,6,83,1,,333,29,437,0,2,,897
MA,Paxton,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Peabody,19,19,31,8198,6,250,9,17,2895,19,,11532,28,169,6,,1937,94,2487,0,8,,4742
MA,Pelham,1,1,0,194,0,9,1,4,357,0,,566,0,3,0,,47,2,27,0,0,,80
MA,Pembroke,5,3,4,1155,2,34,1,1,582,2,,1802,5,53,0,,464,20,601,0,0,,1151
MA,Pepperell,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Peru,1,1,0,99,0,4,0,0,51,0,,154,0,6,0,,33,1,13,0,0,,53
MA,Petersham,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Phillipston,1,1,1,170,0,6,1,1,100,0,,284,1,9,0,,92,8,69,0,0,,180

MA,Pittsfield,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Plainfield,1,1,0,61,0,2,0,0,130,0,,193,0,3,0,,27,2,15,0,0,,48
MA,Plainville,2,2,6,797,0,32,2,3,430,1,,1282,2,36,0,,353,17,449,0,2,,862
MA,Plymouth,14,14,26,5771,6,163,9,12,3465,16,,9525,33,224,6,,2337,96,3204,4,6,,5932
MA,Plympton,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Princeton,1,1,0,334,1,7,1,0,386,0,,731,3,18,0,,230,20,301,0,0,,572
MA,Provincetown,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Quincy,30,30,84,11292,17,393,20,50,5190,53,,17379,28,177,5,,2466,158,2716,1,11,,5577
MA,Randolph,8,8,20,3820,2,88,6,11,3072,11,,7054,3,78,1,,679,35,770,2,0,,1579
MA,Raynham,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Reading,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Rehoboth,3,3,2,722,0,21,1,2,479,0,,1234,3,55,1,,340,35,572,1,1,,1016
MA,Revere,21,21,25,6256,6,156,5,12,2138,12,,8706,15,96,2,,756,67,993,0,4,,1946
MA,Richmond,1,1,0,222,0,3,0,2,230,1,,459,2,3,0,,64,1,33,0,0,,103
MA,Rochester,1,1,2,519,1,13,0,2,345,1,,889,1,39,0,,314,14,317,0,1,,687
MA,Rockland,6,6,13,2120,0,72,2,5,821,5,,3069,11,74,1,,634,49,794,0,6,,1573
MA,Rockport,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Rowe,1,1,0,36,0,7,0,0,45,0,,88,1,7,0,,24,1,13,0,0,,46
