state,county,precincts,reporting,giuliani,huckabee,keyes,mccain,paul,romney,thompson,undecided-r,write-ins-r
ME,The Forks Plt.,1,0,0,0,0,0,0,0,0,0,0
ME,Thomaston,1,0,0,0,0,0,0,0,0,0,0
ME,Thorndike,1,0,0,0,0,0,0,0,0,0,0
ME,Topsfield,1,0,0,0,0,0,0,0,0,0,0
ME,Topsham,1,0,0,0,0,0,0,0,0,0,0
ME,Township 14,1,0,0,0,0,0,0,0,0,0,0
ME,Township 21,1,0,0,0,0,0,0,0,0,0,0
ME,Township 27,1,0,0,0,0,0,0,0,0,0,0
ME,Township 8, S.D.,1,0,0,0,0,0,0,0,0,0,0
ME,Tremont,1,0,0,0,0,0,0,0,0,0,0
ME,Trenton,1,0,0,0,0,0,0,0,0,0,0
ME,Trescott Twp,1,0,0,0,0,0,0,0,0,0,0
ME,Troy,1,0,0,0,0,0,0,0,0,0,0
ME,Turner,1,0,0,0,0,0,0,0,0,0,0
ME,Union,1,0,0,0,0,0,0,0,0,0,0
ME,Unity,1,0,0,0,0,0,0,0,0,0,0
ME,Upton,1,0,0,0,0,0,0,0,0,0,0
ME,Van Buren,1,0,0,0,0,0,0,0,0,0,0
ME,Vanceboro,1,0,0,0,0,0,0,0,0,0,0
ME,Vassalboro,1,0,0,0,0,0,0,0,0,0,0
ME,Veazie,1,0,0,0,0,0,0,0,0,0,0
ME,Verona,1,0,0,0,0,0,0,0,0,0,0
ME,Vienna,1,0,0,0,0,0,0,0,0,0,0
ME,Vinalhaven,1,0,0,0,0,0,0,0,0,0,0
ME,Wade,1,0,0,0,0,0,0,0,0,0,0
ME,Waite,1,0,0,0,0,0,0,0,0,0,0
ME,Waldo,1,0,0,0,0,0,0,0,0,0,0
ME,Waldoboro,1,0,0,0,0,0,0,0,0,0,0
ME,Wales,1,0,0,0,0,0,0,0,0,0,0
ME,Wallagrass,1,0,0,0,0,0,0,0,0,0,0
ME,Waltham,1,0,0,0,0,0,0,0,0,0,0
ME,Warren,1,0,0,0,0,0,0,0,0,0,0
ME,Washburn,1,0,0,0,0,0,0,0,0,0,0
ME,Washington,1,0,0,0,0,0,0,0,0,0,0
ME,Waterboro,1,0,0,0,0,0,0,0,0,0,0
ME,Waterford,1,0,0,0,0,0,0,0,0,0,0
ME,Waterville,1,0,0,0,0,0,0,0,0,0,0
ME,Wayne,1,0,0,0,0,0,0,0,0,0,0
ME,Webster Plt.,1,0,0,0,0,0,0,0,0,0,0
ME,Weld,1,0,0,0,0,0,0,0,0,0,0
ME,Wellington,1,0,0,0,0,0,0,0,0,0,0
ME,Wells,1,0,0,0,0,0,0,0,0,0,0
ME,Wesley,1,0,0,0,0,0,0,0,0,0,0
ME,West Bath,1,0,0,0,0,0,0,0,0,0,0
ME,West Forks Plt.,1,0,0,0,0,0,0,0,0,0,0
ME,West Gardiner,1,0,0,0,0,0,0,0,0,0,0
ME,West Paris,1,0,0,0,0,0,0,0,0,0,0
ME,Westbrook,6,0,0,0,0,0,0,0,0,0,0
ME,Westfield,1,0,0,0,0,0,0,0,0,0,0
ME,Westmanland,1,0,0,0,0,0,0,0,0,0,0
ME,Weston,1,0,0,0,0,0,0,0,0,0,0
ME,Westport,1,0,0,0,0,0,0,0,0,0,0
ME,Whitefield,1,0,0,0,0,0,0,0,0,0,0
ME,Whiting,1,0,0,0,0,0,0,0,0,0,0
ME,Whitneyville,1,0,0,0,0,0,0,0,0,0,0
ME,Willimantic,1,0,0,0,0,0,0,0,0,0,0
ME,Wilton,1,0,0,0,0,0,0,0,0,0,0
ME,Windham,3,0,0,0,0,0,0,0,0,0,0
ME,Windsor,1,0,0,0,0,0,0,0,0,0,0
ME,Winn,1,0,0,0,0,0,0,0,0,0,0
ME,Winslow,1,0,0,0,0,0,0,0,0,0,0
ME,Winter Harbor,1,0,0,0,0,0,0,0,0,0,0
ME,Winterport,1,0,0,0,0,0,0,0,0,0,0
ME,Winterville Plt.,1,0,0,0,0,0,0,0,0,0,0
ME,Winthrop,1,0,0,0,0,0,0,0,0,0,0
ME,Wiscasset,1,0,0,0,0,0,0,0,0,0,0
ME,Woodland,1,0,0,0,0,0,0,0,0,0,0
ME,Woodstock,1,0,0,0,0,0,0,0,0,0,0
ME,Woodville,1,0,0,0,0,0,0,0,0,0,0
ME,Woolwich,1,0,0,0,0,0,0,0,0,0,0
ME,Yarmouth,1,0,0,0,0,0,0,0,0,0,0
ME,York,1,0,0,0,0,0,0,0,0,0,0
